username,mal_id,score
divinecow,2167,9
divinecow,1723,7
divinecow,4181,10
divinecow,6351,8
divinecow,4059,7
divinecow,1818,8
divinecow,1575,8
divinecow,1953,7
divinecow,2904,8
divinecow,2124,5
divinecow,1,10
divinecow,5,10
divinecow,2907,5
divinecow,61,7
divinecow,11843,9
divinecow,2025,10
divinecow,4182,9
divinecow,6573,7
divinecow,63,6
divinecow,1817,5
divinecow,14353,8
divinecow,1535,7
divinecow,2994,7
divinecow,28223,9
divinecow,3702,9
divinecow,552,5
divinecow,1313,5
divinecow,2962,4
divinecow,2398,5
divinecow,2961,5
divinecow,2397,5
divinecow,1132,4
divinecow,3031,3
divinecow,874,5
divinecow,3032,4
divinecow,223,7
divinecow,225,5
divinecow,6033,7
divinecow,22777,8
divinecow,813,8
divinecow,2795,6
divinecow,6746,9
divinecow,2924,8
divinecow,2030,8
divinecow,1045,8
divinecow,1046,6
divinecow,226,9
divinecow,376,8
divinecow,790,9
divinecow,2759,10
divinecow,3784,9
divinecow,3785,7
divinecow,3167,10
divinecow,7465,10
divinecow,14829,6
divinecow,356,8
divinecow,22297,9
divinecow,28701,9
divinecow,27821,9
divinecow,10087,10
divinecow,11741,10
divinecow,317,10
divinecow,408,8
divinecow,1361,4
divinecow,227,9
divinecow,120,8
divinecow,71,9
divinecow,73,9
divinecow,1015,8
divinecow,72,10
divinecow,122,7
divinecow,121,8
divinecow,5114,10
divinecow,908,7
divinecow,664,7
divinecow,430,6
divinecow,126,9
divinecow,4725,9
divinecow,383,7
divinecow,653,6
divinecow,654,5
divinecow,655,5
divinecow,2206,5
divinecow,1600,7
divinecow,652,5
divinecow,239,9
divinecow,28907,7
divinecow,23289,10
Gengar-,1205,8
Gengar-,66,7
Gengar-,659,6
Gengar-,2251,10
Gengar-,3901,10
Gengar-,357,6
Gengar-,1689,8
Gengar-,3841,8
Gengar-,3962,5
Gengar-,2167,10
Gengar-,1723,8
Gengar-,4181,10
Gengar-,4059,9
Gengar-,1,10
Gengar-,5,9
Gengar-,485,9
Gengar-,552,7
Gengar-,1313,5
Gengar-,2961,5
Gengar-,898,3
Gengar-,227,9
Gengar-,120,6
Gengar-,121,10
Gengar-,908,9
Gengar-,664,8
Gengar-,430,9
Gengar-,4872,9
Gengar-,245,9
Gengar-,5060,7
Gengar-,256,8
Gengar-,1004,9
Gengar-,469,8
Gengar-,1379,7
Gengar-,486,10
Gengar-,2175,7
Gengar-,3466,8
Gengar-,1261,5
Gengar-,837,5
Gengar-,1887,9
Gengar-,4472,8
Gengar-,1138,4
Gengar-,164,9
Gengar-,601,7
Gengar-,1943,10
Gengar-,527,5
Gengar-,1564,6
Gengar-,1525,4
Gengar-,528,7
Gengar-,1117,6
Gengar-,1118,3
Gengar-,1709,7
Gengar-,710,7
Gengar-,1847,5
Gengar-,64,7
Gengar-,1719,7
Gengar-,65,8
Gengar-,2605,10
Gengar-,199,9
Gengar-,2942,7
Gengar-,5681,1
Gengar-,849,6
Gengar-,2154,10
Gengar-,2236,9
Gengar-,523,8
Gengar-,550,4
Gengar-,3228,7
Kayrhandros,306,8
Kayrhandros,47,7
Kayrhandros,2333,6
Kayrhandros,2334,5
Kayrhandros,54,7
Kayrhandros,1202,6
Kayrhandros,2251,9
Kayrhandros,67,8
Kayrhandros,57,8
Kayrhandros,530,5
Kayrhandros,740,5
Kayrhandros,889,9
Kayrhandros,1519,9
Kayrhandros,1690,7
Kayrhandros,1681,7
Kayrhandros,1689,7
Kayrhandros,2116,5
Kayrhandros,1614,6
Kayrhandros,1818,7
Kayrhandros,1575,9
Kayrhandros,2904,10
Kayrhandros,1,9
Kayrhandros,61,8
Kayrhandros,974,7
Kayrhandros,1535,8
Kayrhandros,552,5
Kayrhandros,223,7
Kayrhandros,225,5
Kayrhandros,502,6
Kayrhandros,891,6
Kayrhandros,892,6
Kayrhandros,813,6
Kayrhandros,894,6
Kayrhandros,895,5
Kayrhandros,896,5
Kayrhandros,897,5
Kayrhandros,898,5
Kayrhandros,899,6
Kayrhandros,900,5
Kayrhandros,901,6
Kayrhandros,902,5
Kayrhandros,906,6
Kayrhandros,986,6
Kayrhandros,985,6
Kayrhandros,2924,10
Kayrhandros,226,7
Kayrhandros,376,5
Kayrhandros,790,8
Kayrhandros,356,9
Kayrhandros,10087,8
Kayrhandros,317,8
Kayrhandros,408,7
Kayrhandros,1361,6
Kayrhandros,227,7
Kayrhandros,120,8
Kayrhandros,71,7
Kayrhandros,73,7
Kayrhandros,72,8
Kayrhandros,121,7
Kayrhandros,430,7
Kayrhandros,1829,6
Kayrhandros,240,8
Kayrhandros,1813,8
Kayrhandros,1140,7
Kayrhandros,245,9
Kayrhandros,267,9
Kayrhandros,134,7
Kayrhandros,16,10
Kayrhandros,1142,9
Kayrhandros,644,8
Kayrhandros,387,7
Kayrhandros,587,8
Kayrhandros,934,8
Kayrhandros,135,10
Kayrhandros,645,8
Kayrhandros,256,9
Kayrhandros,475,7
Kayrhandros,136,8
Kayrhandros,138,7
Kayrhandros,139,8
Kayrhandros,137,9
Kayrhandros,1084,4
Kayrhandros,811,7
Kayrhandros,1235,6
Kayrhandros,257,5
Kayrhandros,160,8
Kayrhandros,940,8
Kayrhandros,2132,7
Kayrhandros,358,7
Kayrhandros,153,10
Kayrhandros,953,9
Kayrhandros,2389,4
Kayrhandros,1192,6
Kayrhandros,429,7
Kayrhandros,1004,7
Kayrhandros,389,7
Kayrhandros,572,7
Kayrhandros,33,8
Kayrhandros,825,4
Kayrhandros,1379,8
Kayrhandros,486,10
Kayrhandros,2175,7
Kayrhandros,3466,8
Kayrhandros,433,9
Kayrhandros,837,8
Kayrhandros,97,7
Kayrhandros,1013,8
Kayrhandros,2034,7
Kayrhandros,302,8
Kayrhandros,164,9
Kayrhandros,323,8
Kayrhandros,593,9
Kayrhandros,20,7
Kayrhandros,442,5
Kayrhandros,936,6
Kayrhandros,761,5
Kayrhandros,594,5
Kayrhandros,30,9
Kayrhandros,31,7
Kayrhandros,32,8
Kayrhandros,459,6
Kayrhandros,460,6
Kayrhandros,461,6
Kayrhandros,462,7
Kayrhandros,463,7
Kayrhandros,464,8
Kayrhandros,195,7
Kayrhandros,443,5
Kayrhandros,196,7
Kayrhandros,524,6
Kayrhandros,853,8
Kayrhandros,2112,8
Kayrhandros,770,8
Kayrhandros,1943,8
Kayrhandros,437,7
Kayrhandros,527,5
Kayrhandros,208,8
Kayrhandros,209,7
Kayrhandros,165,7
Kayrhandros,559,6
Kayrhandros,758,7
Kayrhandros,710,8
Kayrhandros,1847,8
Kayrhandros,45,8
Kayrhandros,44,9
Kayrhandros,1254,8
Kayrhandros,1257,7
Kayrhandros,205,7
Kayrhandros,2605,8
Kayrhandros,24,7
Kayrhandros,846,7
Kayrhandros,517,7
Kayrhandros,1827,9
Kayrhandros,199,8
Kayrhandros,1033,8
Kayrhandros,339,7
Kayrhandros,169,8
Kayrhandros,789,8
Kayrhandros,1480,7
Kayrhandros,1965,6
Kayrhandros,849,7
Kayrhandros,1072,8
Kayrhandros,2154,8
Kayrhandros,51,7
Kayrhandros,2560,6
Kayrhandros,2158,10
Kayrhandros,2236,9
Kayrhandros,759,8
Kayrhandros,3088,8
Kayrhandros,177,6
Kayrhandros,807,6
Kayrhandros,202,8
Kayrhandros,1023,9
Kayrhandros,481,6
Kayrhandros,3003,5
Kayrhandros,1195,6
Kayrhandros,308,7
Kayrhandros,2404,5
kei-clone,320,6
kei-clone,53,7
kei-clone,394,6
kei-clone,101,8
kei-clone,656,8
kei-clone,713,3
kei-clone,66,9
kei-clone,659,8
kei-clone,357,5
kei-clone,1689,10
kei-clone,596,7
kei-clone,2167,9
kei-clone,6351,9
kei-clone,4059,9
kei-clone,1575,8
kei-clone,1,7
kei-clone,5,5
kei-clone,26349,7
kei-clone,29067,7
kei-clone,1535,8
kei-clone,563,5
kei-clone,2166,7
kei-clone,226,8
kei-clone,376,7
kei-clone,317,7
kei-clone,227,3
kei-clone,71,7
kei-clone,121,10
kei-clone,430,5
kei-clone,1858,9
kei-clone,3219,7
kei-clone,245,8
kei-clone,587,8
kei-clone,2798,7
kei-clone,1852,7
kei-clone,934,9
kei-clone,256,10
kei-clone,578,9
kei-clone,488,9
kei-clone,1888,8
kei-clone,3958,8
kei-clone,1004,7
kei-clone,144,8
kei-clone,1530,10
kei-clone,704,8
kei-clone,147,8
kei-clone,32281,7
kei-clone,433,7
kei-clone,837,8
kei-clone,189,7
kei-clone,190,8
kei-clone,191,7
kei-clone,192,7
kei-clone,1887,7
kei-clone,4472,8
kei-clone,76,5
kei-clone,512,7
kei-clone,2963,9
kei-clone,3225,7
kei-clone,93,9
kei-clone,2367,7
kei-clone,4421,8
kei-clone,164,10
kei-clone,761,5
kei-clone,594,6
kei-clone,30,7
kei-clone,31,7
kei-clone,32,7
kei-clone,30276,8
kei-clone,853,7
kei-clone,527,6
kei-clone,528,5
kei-clone,1117,6
kei-clone,1118,7
kei-clone,564,6
kei-clone,710,6
kei-clone,64,4
kei-clone,46,8
kei-clone,401,9
kei-clone,44,10
kei-clone,205,6
kei-clone,3328,7
kei-clone,24,9
kei-clone,846,9
kei-clone,517,7
kei-clone,199,7
kei-clone,355,8
kei-clone,3221,7
kei-clone,1531,7
kei-clone,1066,8
kei-clone,154,8
kei-clone,1480,3
kei-clone,534,5
kei-clone,1965,7
kei-clone,1362,2
kei-clone,849,10
kei-clone,4382,5
kei-clone,1072,4
kei-clone,2001,8
kei-clone,2236,8
kei-clone,823,5
kei-clone,156,4
kei-clone,595,8
kei-clone,1195,8
Krimzonrayne,6408,8
Krimzonrayne,48,5
Krimzonrayne,298,6
Krimzonrayne,32998,7
Krimzonrayne,9776,7
Krimzonrayne,50,7
Krimzonrayne,306,7
Krimzonrayne,11759,7
Krimzonrayne,53,7
Krimzonrayne,8713,8
Krimzonrayne,22199,7
Krimzonrayne,47,9
Krimzonrayne,32828,8
Krimzonrayne,8676,7
Krimzonrayne,11235,7
Krimzonrayne,22147,7
Krimzonrayne,3359,6
Krimzonrayne,6547,7
Krimzonrayne,9989,9
Krimzonrayne,11433,7
Krimzonrayne,11111,8
Krimzonrayne,54,7
Krimzonrayne,2969,6
Krimzonrayne,28249,8
Krimzonrayne,6166,4
Krimzonrayne,66,8
Krimzonrayne,2251,9
Krimzonrayne,6347,6
Krimzonrayne,28805,8
Krimzonrayne,5081,8
Krimzonrayne,2986,7
Krimzonrayne,375,7
Krimzonrayne,22789,8
Krimzonrayne,1589,8
Krimzonrayne,67,5
Krimzonrayne,579,6
Krimzonrayne,57,8
Krimzonrayne,13535,6
Krimzonrayne,889,7
Krimzonrayne,7059,7
Krimzonrayne,10490,5
Krimzonrayne,31043,10
Krimzonrayne,10719,7
Krimzonrayne,21405,8
Krimzonrayne,1690,8
Krimzonrayne,357,2
Krimzonrayne,4177,8
Krimzonrayne,8514,7
Krimzonrayne,9252,7
Krimzonrayne,9465,8
Krimzonrayne,9724,8
Krimzonrayne,10092,7
Krimzonrayne,568,8
Krimzonrayne,1689,8
Krimzonrayne,10163,6
Krimzonrayne,5356,7
Krimzonrayne,4535,5
Krimzonrayne,232,8
Krimzonrayne,6280,3
Krimzonrayne,3087,8
Krimzonrayne,10800,8
Krimzonrayne,812,7
Krimzonrayne,59,7
Krimzonrayne,60,7
Krimzonrayne,14741,7
Krimzonrayne,2167,8
Krimzonrayne,4181,8
Krimzonrayne,6351,8
Krimzonrayne,4059,8
Krimzonrayne,1575,8
Krimzonrayne,2904,8
Krimzonrayne,289,6
Krimzonrayne,514,8
Krimzonrayne,1,10
Krimzonrayne,5,8
Krimzonrayne,5941,8
Krimzonrayne,31636,7
Krimzonrayne,8915,8
Krimzonrayne,2025,7
Krimzonrayne,1535,7
Krimzonrayne,28223,7
Krimzonrayne,33988,8
Krimzonrayne,24031,7
Krimzonrayne,2164,8
Krimzonrayne,9379,7
Krimzonrayne,5177,8
Krimzonrayne,7718,7
Krimzonrayne,3702,7
Krimzonrayne,223,8
Krimzonrayne,225,6
Krimzonrayne,813,7
Krimzonrayne,28121,7
Krimzonrayne,2953,8
Krimzonrayne,345,7
Krimzonrayne,115,7
Krimzonrayne,117,7
Krimzonrayne,790,7
Krimzonrayne,2759,8
Krimzonrayne,3784,9
Krimzonrayne,3167,8
Krimzonrayne,7465,8
Krimzonrayne,356,7
Krimzonrayne,119,6
Krimzonrayne,317,8
Krimzonrayne,2952,8
Krimzonrayne,1361,7
Krimzonrayne,227,8
Krimzonrayne,32979,9
Krimzonrayne,31376,7
Krimzonrayne,9314,6
Krimzonrayne,9367,6
Krimzonrayne,72,8
Krimzonrayne,121,8
Krimzonrayne,5114,9
Krimzonrayne,430,7
Krimzonrayne,123,7
Krimzonrayne,4725,10
Krimzonrayne,33731,6
Krimzonrayne,2890,6
Krimzonrayne,24765,7
Krimzonrayne,25183,7
Krimzonrayne,239,9
Krimzonrayne,384,7
Krimzonrayne,782,8
Krimzonrayne,240,7
Krimzonrayne,2508,7
Krimzonrayne,132,7
Krimzonrayne,43,10
Krimzonrayne,468,7
Krimzonrayne,467,7
Krimzonrayne,2449,8
Krimzonrayne,7661,7
Krimzonrayne,23079,6
Krimzonrayne,242,6
Krimzonrayne,8425,5
Krimzonrayne,245,8
Krimzonrayne,267,4
Krimzonrayne,134,8
Krimzonrayne,3002,6
Krimzonrayne,16,8
Krimzonrayne,30721,6
Krimzonrayne,31859,8
Krimzonrayne,387,9
Krimzonrayne,11785,6
Krimzonrayne,263,7
Krimzonrayne,413,1
Krimzonrayne,9289,8
Krimzonrayne,32648,8
Krimzonrayne,260,7
Krimzonrayne,2026,7
Krimzonrayne,4192,7
Krimzonrayne,27829,6
Krimzonrayne,270,7
Krimzonrayne,379,5
Krimzonrayne,27989,8
Krimzonrayne,31988,9
Krimzonrayne,1852,7
Krimzonrayne,5630,8
Krimzonrayne,6637,7
Krimzonrayne,8074,7
Krimzonrayne,934,8
Krimzonrayne,1889,8
Krimzonrayne,3652,8
Krimzonrayne,28825,6
Krimzonrayne,7230,7
Krimzonrayne,6992,8
Krimzonrayne,256,8
Krimzonrayne,9760,8
Krimzonrayne,578,9
Krimzonrayne,8426,8
Krimzonrayne,431,8
Krimzonrayne,12189,7
Krimzonrayne,6610,8
Krimzonrayne,488,7
Krimzonrayne,257,6
Krimzonrayne,9938,7
Krimzonrayne,160,9
Krimzonrayne,185,6
Krimzonrayne,18,6
Krimzonrayne,186,7
Krimzonrayne,187,7
Krimzonrayne,25159,8
Krimzonrayne,9041,7
Krimzonrayne,570,8
Krimzonrayne,10357,8
Krimzonrayne,31405,7
Krimzonrayne,635,7
Krimzonrayne,5680,7
Krimzonrayne,7791,7
Krimzonrayne,427,8
Krimzonrayne,8525,6
Krimzonrayne,1808,7
Krimzonrayne,489,7
Krimzonrayne,10372,7
Krimzonrayne,10568,7
Krimzonrayne,5914,7
Krimzonrayne,3958,5
Krimzonrayne,1004,8
Krimzonrayne,1530,8
Krimzonrayne,2848,8
martino,320,7
martino,101,10
martino,656,10
martino,713,9
martino,102,9
martino,281,7
martino,4744,7
martino,47,7
martino,3549,8
martino,591,8
martino,886,9
martino,1750,9
martino,1749,8
martino,1554,9
martino,2251,10
martino,1682,7
martino,1214,8
martino,1498,9
martino,889,8
martino,1519,8
martino,819,8
martino,1690,10
martino,357,6
martino,4177,10
martino,1689,9
martino,3456,8
martino,694,10
martino,695,6
martino,4975,7
martino,3841,8
martino,2167,8
martino,4181,9
martino,1818,9
martino,62,10
martino,291,10
martino,61,10
martino,2164,10
martino,2166,8
martino,3230,7
martino,4789,8
martino,2924,10
martino,788,5
martino,2030,9
martino,226,10
martino,1250,8
martino,790,10
martino,356,10
martino,119,9
martino,317,9
martino,227,8
martino,120,10
martino,71,9
martino,73,10
martino,122,10
martino,125,7
martino,126,10
martino,4725,8
martino,1858,8
martino,1571,10
martino,43,8
martino,468,7
martino,1581,9
martino,476,10
martino,241,7
martino,487,8
martino,456,9
martino,133,8
martino,881,5
martino,1679,8
martino,651,7
martino,266,10
martino,134,9
martino,3299,7
martino,16,10
martino,1142,10
martino,644,10
martino,387,10
martino,587,10
martino,1570,7
martino,1902,6
martino,319,7
martino,1621,6
martino,3298,7
martino,2026,8
martino,5521,7
martino,934,9
martino,1889,10
martino,1721,9
martino,256,10
martino,578,10
martino,1084,6
martino,811,10
martino,1235,10
martino,1156,7
martino,248,9
martino,981,9
martino,641,9
martino,642,9
martino,358,10
martino,588,7
martino,2523,7
martino,590,7
martino,3701,10
martino,3958,9
martino,143,8
martino,144,10
martino,1530,10
martino,704,10
martino,145,9
martino,469,8
martino,667,10
martino,1654,10
martino,1725,5
martino,2602,7
martino,274,8
martino,3229,8
martino,147,10
martino,2927,9
martino,1067,7
martino,634,9
martino,146,9
martino,412,7
martino,669,7
martino,433,10
martino,3358,9
martino,837,10
martino,3577,7
martino,1810,6
martino,670,10
martino,97,10
martino,1561,4
martino,1887,8
martino,193,8
martino,3572,9
martino,194,10
martino,519,10
martino,157,10
martino,4483,8
martino,98,9
martino,99,9
martino,1609,8
martino,1588,7
martino,5030,9
martino,361,8
martino,1071,8
martino,362,8
martino,363,8
martino,2963,9
martino,1038,6
martino,1039,10
martino,3342,9
martino,2581,10
martino,3927,9
martino,93,10
martino,1188,8
martino,1696,8
martino,2926,9
martino,1688,8
martino,622,9
martino,1619,10
martino,1732,8
martino,30,10
martino,32,10
martino,1210,10
martino,1698,10
martino,3965,10
martino,3467,8
martino,614,8
martino,675,6
martino,1113,9
martino,2966,9
martino,1569,8
martino,213,7
martino,214,8
martino,215,8
martino,216,7
martino,329,10
martino,710,10
martino,2369,7
martino,1699,8
martino,64,9
martino,1719,9
martino,65,9
martino,44,10
martino,529,10
martino,609,8
martino,2605,9
martino,2476,7
martino,24,10
martino,846,10
martino,517,10
martino,1124,9
martino,290,10
martino,396,10
martino,397,10
martino,398,10
martino,4021,8
martino,199,10
martino,355,10
martino,2787,9
MedliSage,298,5
MedliSage,101,8
MedliSage,656,6
MedliSage,713,5
MedliSage,4744,4
MedliSage,1223,6
MedliSage,477,6
MedliSage,66,9
MedliSage,659,5
MedliSage,1593,5
MedliSage,530,4
MedliSage,531,5
MedliSage,532,5
MedliSage,357,6
MedliSage,232,7
MedliSage,371,7
MedliSage,372,8
MedliSage,4975,6
MedliSage,3841,7
MedliSage,59,7
MedliSage,1311,6
MedliSage,596,5
MedliSage,2167,4
MedliSage,1723,4
MedliSage,4181,5
MedliSage,6351,3
MedliSage,4059,2
MedliSage,1575,5
MedliSage,1535,10
MedliSage,2994,7
MedliSage,552,7
MedliSage,1313,8
MedliSage,2961,4
MedliSage,874,6
MedliSage,2950,6
MedliSage,2166,5
MedliSage,4789,8
MedliSage,6401,5
MedliSage,2924,9
MedliSage,6361,6
MedliSage,2953,6
MedliSage,356,4
MedliSage,120,7
MedliSage,2890,8
MedliSage,1858,7
MedliSage,1852,6
MedliSage,934,7
MedliSage,1889,8
MedliSage,2899,5
MedliSage,2390,5
MedliSage,431,7
MedliSage,143,7
MedliSage,1004,6
MedliSage,144,4
MedliSage,1530,3
MedliSage,572,8
MedliSage,2403,7
MedliSage,3121,6
MedliSage,1887,3
MedliSage,4472,5
MedliSage,76,8
MedliSage,77,9
MedliSage,1915,7
MedliSage,512,8
MedliSage,860,7
MedliSage,522,8
MedliSage,2963,8
MedliSage,3225,6
MedliSage,164,9
MedliSage,594,4
MedliSage,2970,6
MedliSage,853,9
MedliSage,527,7
MedliSage,1564,6
MedliSage,2842,4
MedliSage,528,6
MedliSage,1117,5
MedliSage,1118,4
MedliSage,1119,7
MedliSage,1120,6
MedliSage,1121,5
MedliSage,1122,5
MedliSage,1526,5
MedliSage,2201,3
MedliSage,2847,6
MedliSage,4026,7
MedliSage,6178,7
MedliSage,1709,6
MedliSage,4793,6
MedliSage,4795,6
MedliSage,5526,7
MedliSage,1527,5
MedliSage,208,8
MedliSage,2605,9
MedliSage,3674,6
MedliSage,2476,3
MedliSage,3328,2
MedliSage,3759,3
MedliSage,199,9
MedliSage,355,7
MedliSage,2787,3
MedliSage,1815,4
MedliSage,3221,5
MedliSage,1531,4
MedliSage,1066,5
MedliSage,79,7
MedliSage,2263,6
MedliSage,2424,7
MedliSage,849,6
MedliSage,1072,7
MedliSage,391,6
MedliSage,3954,5
MedliSage,1731,5
MedliSage,2001,10
MedliSage,4107,8
MedliSage,4565,9
MedliSage,5947,6
MedliSage,6548,6
MedliSage,3352,6
MedliSage,4705,6
MedliSage,513,7
MedliSage,567,7
MedliSage,3455,5
MedliSage,2210,6
MedliSage,1002,8
MedliSage,4224,7
MedliSage,508,7
MedliSage,177,7
MedliSage,969,7
MedliSage,807,7
MedliSage,2685,8
MedliSage,5365,9
MedliSage,3457,2
MedliSage,4752,2
MedliSage,3011,6
MedliSage,1195,6
MedliSage,1840,5
MedliSage,3712,4
MedliSage,5764,4
MedliSage,2404,6
MedliSage,3354,5
Miriette,15085,7
Miriette,9989,10
Miriette,11111,8
Miriette,1202,5
Miriette,7647,9
Miriette,9074,9
Miriette,530,5
Miriette,740,7
Miriette,531,5
Miriette,532,7
Miriette,997,8
Miriette,1239,9
Miriette,1240,7
Miriette,68,7
Miriette,2589,7
Miriette,11285,7
Miriette,16592,7
Miriette,6880,9
Miriette,1726,5
Miriette,6746,8
Miriette,8408,7
Miriette,226,8
Miriette,376,7
Miriette,317,7
Miriette,4725,9
Miriette,384,6
Miriette,240,7
Miriette,10793,6
Miriette,3299,5
Miriette,16,10
Miriette,1142,10
Miriette,644,9
Miriette,6867,4
Miriette,5630,9
Miriette,6372,7
Miriette,6637,7
Miriette,6399,8
Miriette,934,8
Miriette,1889,10
Miriette,10491,5
Miriette,3652,9
Miriette,2899,8
Miriette,431,8
Miriette,13271,7
Miriette,452,6
Miriette,450,5
Miriette,451,5
Miriette,228,9
Miriette,1594,9
Miriette,3713,8
Miriette,5680,8
Miriette,6862,8
Miriette,7017,5
Miriette,7711,7
Miriette,669,5
Miriette,12433,7
Miriette,2286,9
Miriette,3572,10
Miriette,5310,8
Miriette,7222,8
Miriette,10050,9
Miriette,4454,9
Miriette,9756,9
Miriette,11977,8
Miriette,512,7
Miriette,10620,8
Miriette,93,8
Miriette,2269,7
Miriette,2298,6
Miriette,2743,8
Miriette,30,9
Miriette,31,8
Miriette,32,9
Miriette,1698,7
Miriette,4477,7
Miriette,5957,5
Miriette,12355,8
Miriette,527,6
Miriette,24,7
Miriette,3420,10
Miriette,4715,8
Miriette,7724,9
Miriette,10083,9
Miriette,16498,9
Miriette,2418,7
Miriette,5681,7
Miriette,6046,8
Miriette,2236,7
Miriette,523,7
noelhoi,48,4
noelhoi,298,4
noelhoi,1292,5
noelhoi,394,7
noelhoi,101,9
noelhoi,656,7
noelhoi,713,8
noelhoi,281,5
noelhoi,591,7
noelhoi,886,7
noelhoi,1750,7
noelhoi,1749,7
noelhoi,1351,6
noelhoi,54,9
noelhoi,2969,9
noelhoi,1202,6
noelhoi,1554,7
noelhoi,2309,7
noelhoi,2251,10
noelhoi,3901,9
noelhoi,109,7
noelhoi,2205,7
noelhoi,2986,9
noelhoi,67,8
noelhoi,579,7
noelhoi,1498,6
noelhoi,68,9
noelhoi,889,10
noelhoi,1519,10
noelhoi,1686,6
noelhoi,2889,7
noelhoi,150,8
noelhoi,1222,7
noelhoi,1690,8
noelhoi,357,6
noelhoi,105,6
noelhoi,1536,9
noelhoi,5116,8
noelhoi,3456,6
noelhoi,694,6
noelhoi,59,8
noelhoi,1311,7
noelhoi,2167,9
noelhoi,4059,8
noelhoi,1818,7
noelhoi,1575,9
noelhoi,1953,6
noelhoi,2904,8
noelhoi,2124,7
noelhoi,289,6
noelhoi,706,6
noelhoi,707,6
noelhoi,1,9
noelhoi,1194,7
noelhoi,62,7
noelhoi,933,7
noelhoi,1841,7
noelhoi,2025,9
noelhoi,4182,7
noelhoi,1535,9
noelhoi,2994,6
noelhoi,779,7
noelhoi,780,7
noelhoi,781,7
noelhoi,1363,9
noelhoi,1364,7
noelhoi,1365,7
noelhoi,1366,8
noelhoi,1367,8
noelhoi,1505,7
noelhoi,1506,7
noelhoi,2171,8
noelhoi,4447,7
noelhoi,1369,7
noelhoi,1368,7
noelhoi,1726,7
noelhoi,296,7
noelhoi,2924,10
noelhoi,2030,8
noelhoi,226,9
noelhoi,1250,7
noelhoi,790,7
noelhoi,356,10
noelhoi,317,10
noelhoi,725,5
noelhoi,227,6
noelhoi,71,9
noelhoi,73,9
noelhoi,72,10
noelhoi,121,9
noelhoi,908,7
noelhoi,382,5
noelhoi,850,5
noelhoi,1858,8
noelhoi,384,6
noelhoi,395,6
noelhoi,240,7
noelhoi,132,9
noelhoi,1865,6
noelhoi,1571,8
noelhoi,1581,7
noelhoi,2784,6
noelhoi,476,8
noelhoi,2951,8
noelhoi,241,7
noelhoi,487,7
noelhoi,456,7
noelhoi,268,7
noelhoi,2494,8
noelhoi,245,8
noelhoi,133,7
noelhoi,881,7
noelhoi,651,6
noelhoi,297,7
noelhoi,411,8
noelhoi,267,7
noelhoi,134,7
noelhoi,3299,7
noelhoi,16,10
noelhoi,1142,8
noelhoi,644,10
noelhoi,403,7
noelhoi,587,10
noelhoi,318,8
noelhoi,2217,7
noelhoi,261,6
noelhoi,1592,6
noelhoi,2026,9
noelhoi,270,9
noelhoi,934,10
noelhoi,910,7
noelhoi,1721,7
noelhoi,475,7
noelhoi,136,8
noelhoi,138,7
noelhoi,139,9
noelhoi,137,8
noelhoi,811,8
noelhoi,1235,7
noelhoi,932,6
noelhoi,637,7
noelhoi,257,6
noelhoi,1956,6
noelhoi,2905,5
noelhoi,1230,7
noelhoi,940,8
noelhoi,358,8
noelhoi,3731,8
noelhoi,228,9
noelhoi,1594,9
noelhoi,863,6
noelhoi,636,6
noelhoi,635,6
noelhoi,153,8
noelhoi,590,7
noelhoi,3616,6
noelhoi,990,7
noelhoi,143,7
noelhoi,3503,7
noelhoi,1530,10
noelhoi,145,7
noelhoi,469,8
noelhoi,667,7
noelhoi,1654,7
noelhoi,1691,8
noelhoi,1725,6
noelhoi,1606,8
noelhoi,2602,8
noelhoi,845,6
noelhoi,274,8
noelhoi,3229,7
noelhoi,147,9
noelhoi,2927,7
noelhoi,4205,7
noelhoi,3121,8
noelhoi,668,5
noelhoi,2910,5
noelhoi,146,6
noelhoi,412,6
noelhoi,237,7
noelhoi,837,9
noelhoi,3577,9
noelhoi,1810,6
noelhoi,2911,5
noelhoi,670,7
noelhoi,275,5
noelhoi,1874,5
noelhoi,2034,9
noelhoi,1887,9
noelhoi,4472,10
noelhoi,193,8
noelhoi,194,9
noelhoi,519,7
noelhoi,157,6
noelhoi,98,8
noelhoi,99,8
noelhoi,2985,7
noelhoi,2457,4
noelhoi,627,8
noelhoi,558,7
ooRin,50,8
ooRin,1003,7
ooRin,304,8
ooRin,2198,8
ooRin,3090,7
ooRin,101,8
ooRin,857,9
ooRin,102,8
ooRin,477,10
ooRin,962,10
ooRin,3297,10
ooRin,2563,10
ooRin,66,7
ooRin,2251,10
ooRin,3901,10
ooRin,530,7
ooRin,740,7
ooRin,531,7
ooRin,532,7
ooRin,1239,7
ooRin,1278,6
ooRin,1240,6
ooRin,1222,10
ooRin,357,10
ooRin,1681,10
ooRin,3456,8
ooRin,232,8
ooRin,371,8
ooRin,3841,9
ooRin,59,7
ooRin,60,8
ooRin,1482,10
ooRin,61,9
ooRin,233,8
ooRin,16592,8
ooRin,2164,10
ooRin,2950,9
ooRin,725,6
ooRin,227,9
ooRin,120,9
ooRin,121,10
ooRin,430,7
ooRin,123,8
ooRin,380,8
ooRin,381,8
ooRin,74,9
ooRin,383,9
ooRin,653,8
ooRin,654,7
ooRin,655,7
ooRin,652,8
ooRin,132,10
ooRin,1571,10
